"","X","mean_x","max_x","min_x","sd_x","mean_y","max_y","min_y","sd_y","mean_z","max_z","min_z","sd_z","act","time","time0_start","time1_finish"
"1099",1098,7.46645327102804,9.308,4.788,0.440186351023913,-4.47614018691589,-3.715,-8.581,0.51370921148475,-2.53898130841121,-0.262,-4.972,0.681636211282538,"SITTING","2019-06-16 02:20:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1100",1099,7.49365546218487,7.585,7.393,0.0413005730336499,-4.91262605042017,-4.826,-5.018,0.041051666452316,-1.03573529411765,-0.913,-1.214,0.0755586877146079,"SITTING","2019-06-16 02:21:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1101",1100,7.52915226337448,7.814,7.393,0.0866040998365109,-4.85977366255144,-4.558,-5.018,0.11487022054447,-1.0401316872428,-0.564,-1.215,0.0870401205583429,"SITTING","2019-06-16 02:22:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1102",1101,7.65792,7.853,7.47,0.0748878300979151,-4.671,-4.443,-5.171,0.0998729838506179,-1.064904,-0.45,-1.499,0.189282491735024,"SITTING","2019-06-16 02:23:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1103",1102,7.54061463414634,7.623,7.47,0.0296153904823052,-4.88765365853659,-4.788,-5.018,0.0447915876290828,-0.913570731707317,-0.734,-1.024,0.0464046684808212,"SITTING","2019-06-16 02:24:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1104",1103,7.55581463414634,7.661,7.393,0.0430047281997813,-4.8738487804878,-4.75,-5.018,0.0433943562899511,-0.91239512195122,-0.732,-1.139,0.0531444108769732,"SITTING","2019-06-16 02:25:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1105",1104,7.53062325581395,7.7,7.431,0.0442953386569438,-4.88482790697674,-4.826,-4.98,0.0384568354070381,-0.947841860465116,-0.798,-1.05,0.0479061886650394,"SITTING","2019-06-16 02:26:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1106",1105,7.52543776824034,7.623,7.393,0.0462455658470629,-4.82990128755365,-4.75,-4.98,0.0459929121982178,-1.12372532188841,-0.964,-1.329,0.0552607619648403,"SITTING","2019-06-16 02:27:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1107",1106,7.48306382978723,7.585,7.393,0.0372836231865899,-4.90084680851064,-4.826,-5.056,0.0427888117968301,-1.13891489361702,-1.006,-1.233,0.0486126455477045,"SITTING","2019-06-16 02:28:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1108",1107,7.47945255474453,7.585,7.393,0.0400229659811124,-4.89238686131387,-4.788,-5.018,0.0437701631142358,-1.17392700729927,-1.08,-1.317,0.0535260567437646,"SITTING","2019-06-16 02:29:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1109",1108,7.453,7.546,7.355,0.0339060119604006,-4.95292682926829,-4.826,-5.095,0.0434501011099608,-1.11925853658537,-1.024,-1.217,0.0504098543879721,"SITTING","2019-06-16 02:30:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1110",1109,7.75132682926829,7.814,7.661,0.0346083905755599,-4.89700487804878,-4.788,-4.98,0.0419133674171482,-0.436424390243903,-0.417,-0.455,0.00829247179521367,"SITTING","2019-06-16 02:31:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1111",1110,7.77905853658536,7.891,7.661,0.039396258504107,-4.721,-4.635,-4.903,0.0418727062585136,-0.503248780487805,-0.481,-0.55,0.00949466108883169,"SITTING","2019-06-16 02:32:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1112",1111,7.71686016949152,7.814,7.623,0.0432610278939283,-4.79722881355932,-4.673,-4.903,0.0456233256908897,-0.513495762711864,-0.492,-0.539,0.00779879853341087,"SITTING","2019-06-16 02:33:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1113",1112,7.37978879310345,8.389,5.899,0.2133819680513,-4.94728017241379,-4.213,-5.478,0.173406421347285,-1.43035775862069,-0.06,-4.589,0.395939352706692,"SITTING","2019-06-16 02:34:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1114",1113,7.50514965986395,7.623,7.393,0.0430035604995324,-4.91413605442177,-4.788,-5.018,0.0418116519539746,-1.03167346938776,-0.884,-1.182,0.0513430796266852,"SITTING","2019-06-16 02:35:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1115",1114,7.47638536585366,7.623,6.857,0.156527804898557,-4.92619512195122,-4.788,-5.401,0.124399502613949,-1.03671219512195,-0.391,-2.791,0.342770274207029,"SITTING","2019-06-16 02:36:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1116",1115,7.15869268292683,7.278,6.933,0.0759479194303954,-5.10840975609756,-4.941,-5.324,0.0647540437259465,-2.00632195121951,-1.617,-2.528,0.135685491862824,"SITTING","2019-06-16 02:37:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1117",1116,6.56322926829268,6.704,5.976,0.0986593024640721,-5.64354634146342,-4.558,-5.937,0.120815627027709,-2.74886829268293,-2.408,-3.153,0.258814467614507,"SITTING","2019-06-16 02:38:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1118",1117,6.69298290598291,8.389,6.014,0.570000564458812,-5.50149572649573,-4.328,-5.861,0.335401101851633,-2.68425213675214,-0.228,-4.772,1.37573184600775,"SITTING","2019-06-16 02:39:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1119",1118,6.97656734693877,7.968,6.091,0.644592297562536,-5.19671020408163,-4.443,-5.861,0.465893555459185,-2.44204897959184,-0.359,-4.43,1.45488916457499,"SITTING","2019-06-16 02:40:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1120",1119,7.64188235294118,7.738,7.546,0.0424391606059919,-4.70558823529412,-4.597,-4.788,0.0331319406343196,-0.959595588235294,-0.662,-1.169,0.0885490764681096,"SITTING","2019-06-16 02:41:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1121",1120,7.73642926829268,7.853,7.623,0.0434419956068448,-4.67933170731707,-4.558,-4.75,0.0364282429150064,-0.58470243902439,-0.548,-0.688,0.0342494345724393,"SITTING","2019-06-16 02:42:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1122",1121,7.73714634146342,7.853,7.585,0.0476765866077795,-4.72962926829268,-4.597,-4.865,0.046657482870332,-0.539912195121951,-0.506,-0.592,0.0122150701506487,"SITTING","2019-06-16 02:43:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1123",1122,7.72946226415094,7.853,7.623,0.0412977110615727,-4.72380660377358,-4.597,-4.826,0.0396091730695628,-0.546207547169811,-0.519,-0.576,0.00990305327145576,"SITTING","2019-06-16 02:44:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1124",1123,7.58225316455696,9.615,5.707,0.357298970443797,-4.75920675105485,-2.949,-5.746,0.234728989684482,-1.29602109704641,-0.12,-6.015,1.09274941863444,"SITTING","2019-06-16 02:45:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1125",1124,7.09835021097046,7.24,6.972,0.0464228872400358,-4.94549367088607,-4.865,-5.133,0.0454164925853555,-2.86548945147679,-2.584,-3.036,0.0720063328084993,"SITTING","2019-06-16 02:46:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1126",1125,-5.52823671497585,0.584,-9.146,4.13843235844705,-0.6736038647343,4.386,-3.811,3.56615208546747,4.88102898550725,11.751,1.666,3.70842028482001,"SITTING","2019-06-16 02:47:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1127",1126,7.1068487804878,7.508,6.933,0.0834823661136702,-4.94619512195122,-4.558,-5.209,0.0779339902663344,-2.83481463414634,-2.368,-3.286,0.200976646727648,"SITTING","2019-06-16 02:48:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1128",1127,7.16407317073171,7.24,7.048,0.0391535377936646,-4.91007804878049,-4.826,-5.018,0.0438378670148238,-2.65620487804878,-2.463,-2.756,0.0517222690274015,"SITTING","2019-06-16 02:49:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1129",1128,7.16386341463415,7.431,7.01,0.0627049649193589,-4.91271219512195,-4.482,-5.056,0.0845178951787841,-2.62722926829268,-2.14,-3.388,0.157441122272122,"SITTING","2019-06-16 02:50:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1130",1129,7.81218454935622,8.466,6.474,0.717195691398274,-4.52669527896996,-3.792,-5.593,0.596016566264813,-1.09384549356223,-0.225,-3.36,1.17740920368469,"SITTING","2019-06-16 02:51:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1131",1130,8.10150854700855,8.274,7.891,0.08972142109346,-4.18838461538462,-3.907,-4.405,0.108526245013445,-0.484559829059829,-0.347,-0.557,0.0403174986447121,"SITTING","2019-06-16 02:52:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1132",1131,8.10040540540541,8.581,7.891,0.174500329915593,-4.19943243243243,-3.907,-4.443,0.129927670206155,-0.490114864864865,-0.204,-0.699,0.107164348552408,"SITTING","2019-06-16 02:53:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1133",1132,8.3834243902439,9.04,7.891,0.114764594484962,-3.82921463414634,-3.601,-4.29,0.088632103578737,-0.392258536585366,-0.001,-0.581,0.0722354978172556,"SITTING","2019-06-16 02:54:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1134",1133,8.07309268292683,8.236,7.968,0.0679126182731002,-4.15136097560975,-3.945,-4.367,0.109331957363821,-0.535424390243903,-0.446,-0.567,0.0149964175540296,"SITTING","2019-06-16 02:55:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1135",1134,-3.84,-3.84,-3.84,0,-1.292,-1.292,-1.292,0,-9.462,-9.462,-9.462,0,"SITTING","2019-06-16 02:57:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1136",1135,-3.84,-3.84,-3.84,0,-1.292,-1.292,-1.292,0,-9.462,-9.462,-9.462,0,"SITTING","2019-06-16 02:58:00","2019-06-16 01:28:41","2019-06-16 03:00:57"
"1137",1136,6.89070731707317,7.776,5.976,0.18442749836204,-1.24716585365854,-0.153,-2.528,0.738793731863012,-6.80935609756098,-6.305,-7.008,0.12358304750958,"SITTING","2019-06-16 04:15:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1138",1137,6.65963265306122,7.048,6.474,0.109177456291098,-1.44055918367347,-0.957,-1.953,0.208816948544247,-7.04957959183673,-6.693,-7.173,0.138266547314924,"SITTING","2019-06-16 04:16:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1139",1138,0.244066985645933,0.766,-0.459,0.148678943309597,2.2228038277512,2.566,1.915,0.099954339501984,-9.54704784688995,-9.414,-9.581,0.0223533169035791,"SITTING","2019-06-16 04:17:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1140",1139,6.72502272727273,7.163,6.512,0.107146932426379,-1.44444696969697,-1.187,-1.723,0.160274826679311,-6.98900757575758,-6.834,-7.166,0.107425066815607,"SITTING","2019-06-16 04:18:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1141",1140,0.475267942583732,0.574,0.344,0.0567801510558026,2.28108133971292,2.413,2.145,0.0535004321165547,-9.5276937799043,-9.511,-9.54,0.00691931588224214,"SITTING","2019-06-16 04:19:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1142",1141,6.68756097560976,6.818,6.55,0.0549651622199648,-1.42197073170732,-1.225,-1.685,0.0720244315979724,-7.02776585365854,-6.948,-7.084,0.0284827743760145,"SITTING","2019-06-16 04:20:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1143",1142,6.65863414634146,6.78,6.55,0.052706622392239,-1.34110243902439,-1.187,-1.455,0.0550244530658731,-7.07363414634146,-7.002,-7.132,0.0232964232901907,"SITTING","2019-06-16 04:21:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1144",1143,6.617625,6.78,6.435,0.0569293012983677,-1.29653448275862,-1.225,-1.417,0.0427983151010514,-7.12012931034483,-7.018,-7.158,0.0278626905878639,"SITTING","2019-06-16 04:22:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1145",1144,6.76507407407408,7.661,6.474,0.260188684448712,-1.32138271604938,-0.996,-1.647,0.0862011727261842,-6.97051440329218,-6.329,-7.173,0.253693107855744,"SITTING","2019-06-16 04:23:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1146",1145,1.2349,1.877,0.957,0.12914182140516,2.30578571428571,2.566,2.145,0.0684177852869705,-9.4515,-9.318,-9.489,0.0277111315185044,"SITTING","2019-06-16 04:24:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1147",1146,6.933,6.933,6.933,0,-3.572,-3.572,-3.572,0,5.018,5.018,5.018,0,"SITTING","2019-06-16 04:25:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1148",1147,1.17688038277512,1.34,0.919,0.088175906179761,2.40034928229665,2.643,2.26,0.0798369583297599,-9.43278468899522,-9.406,-9.455,0.0096534447331152,"SITTING","2019-06-16 04:26:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1149",1148,1.22128708133971,1.685,0.919,0.108839701624056,2.40340669856459,2.758,2.183,0.0895161789905454,-9.42644497607655,-9.283,-9.466,0.0237296083739526,"SITTING","2019-06-16 04:27:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1150",1149,7.15386610878661,7.508,6.972,0.0847117136811365,-1.21923012552301,-0.804,-1.379,0.0712885114289034,-6.59476150627615,-6.342,-6.715,0.0666494468402264,"SITTING","2019-06-16 04:28:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1151",1150,7.13423305084746,7.278,6.933,0.0587986894557741,-1.20778813559322,-1.072,-1.455,0.0582177645908532,-6.62050847457627,-6.51,-6.714,0.0404564900535182,"SITTING","2019-06-16 04:29:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1152",1151,1.58888235294118,11.071,-5.056,1.75836754065858,2.14457983193277,11.569,-9.692,2.1728662281647,-6.30713025210084,9.609,-11.196,6.57707581098691,"SITTING","2019-06-16 04:30:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1153",1152,6.85110243902439,7.738,5.554,0.369585464981234,-2.80794146341463,-1.532,-3.179,0.503404864240489,-6.39597073170732,-5.872,-7.533,0.22873869654265,"SITTING","2019-06-16 04:31:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1154",1153,7.38664390243902,7.585,6.972,0.0774304559854072,-1.98494146341463,-1.608,-2.604,0.0987342267760456,-6.14231707317073,-6.049,-6.347,0.0374296981702654,"SITTING","2019-06-16 04:32:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1155",1154,3.08312195121951,3.217,2.873,0.0537036143313699,-0.268043902439024,0,-0.536,0.062520530152732,-9.30448780487805,-9.289,-9.321,0.00794256944404666,"SITTING","2019-06-16 04:33:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1156",1155,6.59585425101215,8.006,-5.209,2.16801319892278,-3.29017408906882,-1.379,-17.966,3.39381509760391,-5.0135060728745,0,-6.168,2.16440928472233,"SITTING","2019-06-16 04:34:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1157",1156,1.87899367088608,9.845,-4.405,2.80396065760318,-9.75343670886076,-5.439,-20.15,2.76003142332694,-0.391696202531646,0,-5.754,0.928878062444122,"SITTING","2019-06-16 04:35:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1158",1157,4.54855319148936,4.673,4.405,0.0490136109048401,0.104984042553191,0.306,-0.076,0.0502688468462279,-8.68847340425532,-8.668,-8.701,0.00660937068580983,"SITTING","2019-06-16 04:36:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1159",1158,4.66776521739131,4.788,4.482,0.0514964416347794,0.150069565217391,0.268,0.038,0.042948577303405,-8.62328695652174,-8.594,-8.692,0.0189267792619226,"SITTING","2019-06-16 04:37:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1160",1159,4.78933014354067,4.941,4.635,0.0514540599848214,0.186980861244019,0.306,0,0.0481762550954713,-8.56092822966507,-8.53,-8.586,0.013100925437984,"SITTING","2019-06-16 04:38:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1161",1160,4.92082296650718,4.98,4.826,0.033100840228759,0.246406698564593,0.344,0.153,0.0391094636529472,-8.47747846889952,-8.466,-8.493,0.00559281523562561,"SITTING","2019-06-16 04:39:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1162",1161,5.02107142857143,5.095,4.903,0.0509844905379888,0.287857142857143,0.383,0.153,0.0408417859557033,-8.41478571428571,-8.389,-8.441,0.0118811142221966,"SITTING","2019-06-16 04:40:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1163",1162,5.0483962962963,5.171,4.865,0.0510128854738961,0.288262962962963,0.421,0.153,0.052213115247298,-8.40201111111111,-8.371,-8.434,0.0146105536367125,"SITTING","2019-06-16 04:41:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1164",1163,5.10790336134454,5.209,4.98,0.0461760882697333,0.3115,0.421,0.153,0.0477327077841291,-8.36452941176471,-8.336,-8.405,0.0138733411777088,"SITTING","2019-06-16 04:42:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1165",1164,5.22872685185185,5.363,5.095,0.0494750528753615,0.3945,0.498,0.229,0.0527079712430496,-8.28664814814815,-8.261,-8.345,0.018888812889344,"SITTING","2019-06-16 04:43:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1166",1165,1.82350724637681,24.632,-28.922,3.83484183655011,-0.111739130434783,4.022,-18.426,2.3181113147429,-8.65549275362319,4.903,-11.114,3.22810470539989,"SITTING","2019-06-16 04:44:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1167",1166,-0.270781420765027,8.102,-6.512,2.30950115832668,0.965775956284153,7.288,-5.324,2.1965259606211,-4.43025136612022,12.613,-12.172,8.15238124601787,"SITTING","2019-06-16 04:45:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1168",1167,-0.36150622406639,-0.268,-0.459,0.0369423109198597,0.0768215767634855,0.191,0,0.0384554573392402,9.79964315352697,9.8,9.799,0.00048006598209546,"SITTING","2019-06-16 04:46:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1169",1168,-0.360045662100457,-0.229,-0.459,0.0400605930612293,0.0847534246575342,0.153,0,0.0364138221646663,9.79967579908676,9.8,9.799,0.000469147847238399,"SITTING","2019-06-16 04:47:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1170",1169,-0.356522123893805,-0.268,-0.459,0.0411339487322326,0.0767787610619469,0.191,-0.114,0.051950480286738,9.79955752212389,9.8,9.799,0.00049889257892891,"SITTING","2019-06-16 04:48:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1171",1170,-0.369082251082251,-0.268,-0.459,0.0415058632437183,0.0776969696969697,0.191,-0.038,0.0427369500996599,9.79943722943723,9.8,9.799,0.000497121395549188,"SITTING","2019-06-16 04:49:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1172",1171,-0.368135802469136,-0.268,-0.498,0.0409595909775931,0.0748024691358025,0.191,-0.114,0.0447254488965974,9.79940329218107,9.8,9.798,0.000508105240023425,"SITTING","2019-06-16 04:50:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1173",1172,-0.363401606425703,-0.268,-0.459,0.0422440031703981,0.0790883534136546,0.229,-0.038,0.0390337971953472,9.79930120481928,9.8,9.798,0.000517475410645041,"SITTING","2019-06-16 04:51:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1174",1173,-0.363933014354067,-0.268,-0.459,0.0430944324331505,0.0959425837320574,0.191,0,0.0365324744237644,9.79938755980861,9.8,9.799,0.000488362922181893,"SITTING","2019-06-16 04:52:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1175",1174,-0.358090909090909,-0.268,-0.498,0.0415999302379727,0.0882775119617225,0.153,0,0.0362517840612853,9.79927272727273,9.8,9.799,0.000446431068924604,"SITTING","2019-06-16 04:53:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1176",1175,-0.365595890410959,-0.306,-0.459,0.0398517215077685,0.0919657534246575,0.191,0,0.0387409458848016,9.7991301369863,9.8,9.798,0.000394159054717493,"SITTING","2019-06-16 04:54:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1177",1176,-0.36703734439834,-0.268,-0.459,0.0401461218498756,0.0831618257261411,0.229,0,0.0420905120344182,9.79918257261411,9.801,9.798,0.000408078857674155,"SITTING","2019-06-16 04:55:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1178",1177,-0.369184549356223,-0.268,-0.498,0.0431593411183011,0.0880085836909871,0.229,-0.038,0.0436986142974798,9.7992017167382,9.8,9.799,0.000402145717418633,"SITTING","2019-06-16 04:56:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1179",1178,-0.363842592592593,-0.306,-0.459,0.0393947610817614,0.0848611111111111,0.191,0,0.0386000261075543,9.79927314814815,9.8,9.798,0.000456906988954265,"SITTING","2019-06-16 04:57:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1180",1179,-0.367995215311005,-0.306,-0.459,0.0381923896979862,0.0891913875598086,0.191,-0.038,0.0380995876528267,9.79921052631579,9.8,9.798,0.000442549660975461,"SITTING","2019-06-16 04:58:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1181",1180,-0.372818965517241,-0.268,-0.459,0.0420716984574483,0.0938189655172414,0.191,-0.038,0.0416472973470289,9.79913793103448,9.8,9.799,0.000346323591436196,"SITTING","2019-06-16 04:59:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1182",1181,-0.367892857142857,-0.229,-0.459,0.0402688449935199,0.0882857142857143,0.421,-0.459,0.060388620271284,9.79912142857142,9.803,9.798,0.000493220811679317,"SITTING","2019-06-16 05:00:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1183",1182,-0.366731601731602,-0.268,-0.459,0.0380999463258414,0.0917619047619048,0.191,0,0.0412252510611125,9.7990303030303,9.8,9.798,0.000253564834243234,"SITTING","2019-06-16 05:01:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1184",1183,-0.364502392344497,-0.268,-0.498,0.0414423979762079,0.0942966507177033,0.268,0,0.0376800554042432,9.79916746411483,9.8,9.798,0.000399150275229719,"SITTING","2019-06-16 05:02:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1185",1184,-0.366181818181818,-0.268,-0.459,0.0403114730584217,0.0867894736842105,0.191,0,0.0379665045215786,9.79915789473684,9.8,9.798,0.000390939903434618,"SITTING","2019-06-16 05:03:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1186",1185,-0.371678260869565,-0.306,-0.459,0.0355684533560552,0.0916521739130435,0.191,0,0.0446353733293471,9.79902608695652,9.8,9.798,0.000361790614185529,"SITTING","2019-06-16 05:04:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1187",1186,-0.36410460251046,-0.268,-0.421,0.0372601790805472,0.0942008368200837,0.191,0,0.0349374206352061,9.79907949790795,9.8,9.798,0.000363743028169671,"SITTING","2019-06-16 05:05:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1188",1187,-0.371581132075472,-0.268,-0.421,0.0398658026184162,0.0987811320754717,0.191,0,0.0397362185782111,9.7990679245283,9.8,9.798,0.000429840344262084,"SITTING","2019-06-16 05:06:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1189",1188,-0.362520737327189,-0.268,-0.459,0.0408167855745527,0.0985161290322581,0.191,0,0.0301745073871529,9.79915668202765,9.8,9.799,0.000364341180280253,"SITTING","2019-06-16 05:07:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1190",1189,-0.371846889952153,-0.268,-0.459,0.0371594213955785,0.0866363636363636,0.191,-0.038,0.0418227925779829,9.79911961722488,9.8,9.799,0.000325292541252533,"SITTING","2019-06-16 05:08:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1191",1190,-0.0336218905472637,-0.028,-0.038,0.004973561943714,-0.523303482587065,-0.507,-0.536,0.0144233296367706,-9.72201492537313,-9.701,-9.749,0.0238730973298272,"SITTING","2019-06-16 05:09:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1192",1191,-0.363331896551724,-0.268,-0.459,0.0410534148921816,0.0903405172413793,0.191,-0.038,0.0384326080852376,9.79911637931035,9.8,9.799,0.000321372588049412,"SITTING","2019-06-16 05:10:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1193",1192,-0.360654618473896,-0.268,-0.459,0.0458831043289127,0.0693253012048193,0.153,-0.038,0.0425795579172573,9.79957429718876,9.8,9.798,0.000511463357594579,"SITTING","2019-06-16 05:11:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1194",1193,-0.364099585062241,-0.268,-0.459,0.039377743817548,0.0801452282157677,0.191,-0.038,0.0345503206094898,9.79946058091286,9.8,9.799,0.000499481058500925,"SITTING","2019-06-16 05:12:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1195",1194,-0.366172248803828,-0.306,-0.459,0.0385467871954544,0.0800382775119617,0.153,0,0.0369333920844664,9.79918660287081,9.8,9.798,0.000447871504786415,"SITTING","2019-06-16 05:13:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1196",1195,-0.372952153110048,-0.306,-0.459,0.0415482528519957,0.0840861244019139,0.191,-0.038,0.0423708699916562,9.79913875598086,9.8,9.798,0.00037323995011399,"SITTING","2019-06-16 05:14:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1197",1196,-0.367647058823529,-0.268,-0.459,0.0491474611874965,0.119607843137255,0.191,0.038,0.0376415081692392,9.799,9.799,9.799,0,"SITTING","2019-06-16 05:16:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1198",1197,-0.358263157894737,-0.268,-0.459,0.0379026159993627,0.117913875598086,0.229,0.038,0.0387268820469787,9.79927751196172,9.8,9.798,0.000479905370380652,"SITTING","2019-06-16 05:17:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1199",1198,-0.361574162679426,-0.268,-0.421,0.0389543063482019,0.120846889952153,0.191,0.038,0.0332563687132651,9.79924401913875,9.8,9.798,0.000452317876244988,"SITTING","2019-06-16 05:18:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1200",1199,-0.35866985645933,1.034,-0.498,0.104475572690087,0.131851674641148,1.379,0.038,0.0930122614413395,9.79892822966507,9.8,9.795,0.00044894879877717,"SITTING","2019-06-16 05:19:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1201",1200,0.00161607142857143,0.134,-0.114,0.0218432021567636,-0.048375,0.086,-0.143,0.0246869639352596,9.85514285714286,11.617,9.797,0.181936610315148,"SITTING","2019-06-16 05:20:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1202",1201,0.279519230769231,0.421,0.153,0.0463639836794712,0.794666666666667,0.881,0.689,0.0419639374107191,9.77028846153846,9.772,9.769,0.000691045168073607,"SITTING","2019-06-16 05:21:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1203",1202,0.0324621848739496,0.881,-0.306,0.19601755668875,0.86281512605042,1.723,0.651,0.101796103511227,9.7667268907563,9.771,9.752,0.00281290568506634,"SITTING","2019-06-16 05:22:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
"1204",1203,5.20190833333333,5.516,-1,0.947576102758088,-0.843825,71,-2.327,9.39628296405266,-2.7532,322.625,-8.399,42.5428420709321,"SITTING","2019-06-16 05:23:00","2019-06-16 04:14:33","2019-06-16 05:30:28"
